# Wordlist

# DATA
ID	BRANCH	COGID	DOCULECT	IPA	OLD_TOKENS	NUMBER	LANGUAGENAME	CONCEPT	COGNATE_SCORE	COG	TOKENS
3859	ASLIAN	912	CheqWong	ktuət	ktuət	31	Cheq-Wong	egg	1	egg/1	k t u ə t
3865	ASLIAN	931	Maniq	makɔʔ	makɔʔ	31	Maniq	egg	3	egg/3	m a k ɔ ʔ
3868	ASLIAN	933	Semnam	tap	tap	31	Semnam	egg	5	egg/5	t a p
3860	ASLIAN	923	JahHut	pŋloŋ	pŋloŋ	31	Jah-Hut	egg	2	egg/2	p ŋ l o ŋ
3861	ASLIAN	930	Jahai	ktɨt	ktɨt	31	Jahai	egg	26	egg/26	k t ɨ t
3862	ASLIAN	931	Jahai	makɔʔ	makɔʔ	31	Jahai	egg	3	egg/3	m a k ɔ ʔ
3863	ASLIAN	931	Kensiw	makɔʔ	makɔʔ	31	Kensiw	egg	3	egg/3	m a k ɔ ʔ
3864	ASLIAN	932	MahMeri	kəpɔh	kəpɔh	31	Mah-Meri	egg	4	egg/4	k ə p ɔ h
3866	ASLIAN	923	Semai	pŋləːkŋ	pŋləːkŋ	31	Semai	egg	2	egg/2	p ŋ l əː k ŋ
3867	ASLIAN	923	Semai	pʌŋløʔ	pʌŋløʔ	31	Semai	egg	2	egg/2	p ʌ ŋ l ø ʔ
3869	ASLIAN	933	Temiar	tab	tab	31	Temiar	egg	5	egg/5	t a b
#
4629	ASLIAN	954	CheqWong	ʔoc	ʔoc	37	Cheq-Wong	excrement/shit	1	excrement/shit/1	ʔ o c
4630	ASLIAN	954	JahHut	ʔɛc	ʔɛc	37	Jah-Hut	excrement/shit	1	excrement/shit/1	ʔ ɛ c
4631	ASLIAN	954	Jahai	ʔɛc	ʔɛc	37	Jahai	excrement/shit	1	excrement/shit/1	ʔ ɛ c
4632	ASLIAN	954	Kensiw	ʔe̝c	ʔe̝c	37	Kensiw	excrement/shit	1	excrement/shit/1	ʔ e̝ c
4635	ASLIAN	954	Semai	ʔeɪʔ	ʔeɪʔ	37	Semai	excrement/shit	1	excrement/shit/1	ʔ e ɪ ʔ
4636	ASLIAN	954	Semelai	ʔəc	ʔəc	37	Semelai	excrement/shit	1	excrement/shit/1	ʔ ə c
4637	ASLIAN	954	Semnam	ʔec	ʔec	37	Semnam	excrement/shit	1	excrement/shit/1	ʔ e c
4638	ASLIAN	954	Temiar	ʔʌiɟ	ʔʌiɟ	37	Temiar	excrement/shit	1	excrement/shit/1	ʔ ʌ i ɟ
#
4106	ASLIAN	969	CheqWong	mɛ̃t	mɛ̃t	33	Cheq-Wong	eye	1	eye/1	m ɛ̃ t
4107	ASLIAN	969	JahHut	mat	mat	33	Jah-Hut	eye	1	eye/1	m a t
4108	ASLIAN	969	Jahai	mit	mit	33	Jahai	eye	1	eye/1	m i t
4109	ASLIAN	969	Kensiw	met	met	33	Kensiw	eye	1	eye/1	m e t
4110	ASLIAN	969	MahMeri	mɛt	mɛt	33	Mah-Meri	eye	1	eye/1	m ɛ t
4111	ASLIAN	969	Maniq	mɛt	mɛt	33	Maniq	eye	1	eye/1	m ɛ t
4112	ASLIAN	969	Semai	mat	mat	33	Semai	eye	1	eye/1	m a t
4113	ASLIAN	969	Semelai	mɔt	mɔt	33	Semelai	eye	1	eye/1	m ɔ t
4114	ASLIAN	969	Semnam	mat	mat	33	Semnam	eye	1	eye/1	m a t
4115	ASLIAN	969	Temiar	mad	mad	33	Temiar	eye	1	eye/1	m a d
#
4228	ASLIAN	972	CheqWong	con	con	34	Cheq-Wong	far/distant	1	far/distant/1	c o n
4230	ASLIAN	983	Jahai	bɲɟɨʔ	bɲɟɨʔ	34	Jahai	far/distant	2	far/distant/2	b ɲ ɟ ɨ ʔ
4231	ASLIAN	983	Kensiw	mʌnciʔ	mʌnciʔ	34	Kensiw	far/distant	2	far/distant/2	m ʌ n c i ʔ
4232	ASLIAN	994	MahMeri	ləp	ləp	34	Mah-Meri	far/distant	3	far/distant/3	l ə p
4237	ASLIAN	998	Temiar	ɟeɹɔʔ	ɟeɹɔʔ	34	Temiar	far/distant	6	far/distant/6	ɟ e ɹ ɔ ʔ
4233	ASLIAN	996	Maniq	ʔamɛt	ʔamɛt	34	Maniq	far/distant	4	far/distant/4	ʔ a m ɛ t
4229	ASLIAN	983	JahHut	lajuʔ	lajuʔ	34	Jah-Hut	far/distant	2	far/distant/2	l a j u ʔ
4234	ASLIAN	997	Semai	ɲa	ɲa	34	Semai	far/distant	5	far/distant/5	ɲ a
4235	ASLIAN	994	Semelai	ʔləp	ʔləp	34	Semelai	far/distant	3	far/distant/3	ʔ l ə p
#
4363	ASLIAN	1024	MahMeri	bəcuʔ	bəcuʔ	35	Mah-Meri	fat/oil/grease	3	fat/oil/grease/3	b ə c u ʔ
4364	ASLIAN	1035	Maniq	ləpaj	ləpaj	35	Maniq	fat/oil/grease	4	fat/oil/grease/4	l ə p a j
4365	ASLIAN	1002	Semai	lʔuːs	lʔuːs	35	Semai	fat/oil/grease	1	fat/oil/grease/1	l ʔ uː s
4366	ASLIAN	1024	Semelai	bəcuʔ	bəcuʔ	35	Semelai	fat/oil/grease	3	fat/oil/grease/3	b ə c u ʔ
4367	ASLIAN	1002	Semnam	lʔɔːs	lʔɔːs	35	Semnam	fat/oil/grease	1	fat/oil/grease/1	l ʔ ɔː s
4368	ASLIAN	1002	Temiar	lɛnʔɔs	lɛnʔɔs	35	Temiar	fat/oil/grease	1	fat/oil/grease/1	l ɛ n ʔ ɔ s
4358	ASLIAN	1002	CheqWong	lʔos	lʔos	35	Cheq-Wong	fat/oil/grease	1	fat/oil/grease/1	l ʔ o s
4361	ASLIAN	1002	Jahai	ləʔɔs	ləʔɔs	35	Jahai	fat/oil/grease	1	fat/oil/grease/1	l ə ʔ ɔ s
4362	ASLIAN	1013	Kensiw	tɔc	tɔc	35	Kensiw	fat/oil/grease	2	fat/oil/grease/2	t ɔ c
#
4503	ASLIAN	1043	CheqWong	hntɨŋ	hntɨŋ	36	Cheq-Wong	fear/afraid	1	fear/afraid/1	h n t ɨ ŋ
4504	ASLIAN	1054	JahHut	bhɛc	bhɛc	36	Jah-Hut	fear/afraid	2	fear/afraid/2	bh ɛ c
4505	ASLIAN	1065	Jahai	hgik / həgig	hgik	36	Jahai	fear/afraid	3	fear/afraid/3	h g i k
4506	ASLIAN	1043	Kensiw	ʔantɯgŋ / ʔəntəŋ	ʔantɯgŋ	36	Kensiw	fear/afraid	1	fear/afraid/1	ʔ a n t ɯ g ŋ
4507	ASLIAN	1074	MahMeri	gəliʔ	gəliʔ	36	Mah-Meri	fear/afraid	4	fear/afraid/4	g ə l i ʔ
4508	ASLIAN	1043	Maniq	ʔantɨŋ	ʔantɨŋ	36	Maniq	fear/afraid	1	fear/afraid/1	ʔ a n t ɨ ŋ
4509	ASLIAN	1074	Semai	gɹi	gɹi	36	Semai	fear/afraid	4	fear/afraid/4	g ɹ i
4510	ASLIAN	1043	Semelai	bətʰɔŋ	bətʰɔŋ	36	Semelai	fear/afraid	1	fear/afraid/1	b ə tʰ ɔ ŋ
4511	ASLIAN	1043	Semnam	tuːŋ	tuːŋ	36	Semnam	fear/afraid	1	fear/afraid/1	t uː ŋ
4512	ASLIAN	1043	Temiar	tuʔ / tuːk	tuʔ	36	Temiar	fear/afraid	1	fear/afraid/1	t u ʔ
#
4882	ASLIAN	1107	Jahai	slaj	slaj	39	Jahai	field (swidden/hill)	1	field (swidden/hill)/1	s l a j
4889	ASLIAN	1107	Temiar	sʌlai / səlaːj	sʌlai	39	Temiar	field (swidden/hill)	1	field (swidden/hill)/1	s ʌ l a i
4886	ASLIAN	1107	Semai	sʌlai	sʌlai	39	Semai	field (swidden/hill)	1	field (swidden/hill)/1	s ʌ l a i
4887	ASLIAN	1118	Semelai	dʔoh	dʔoh	39	Semelai	field (swidden/hill)	2	field (swidden/hill)/2	d ʔ o h
4888	ASLIAN	1129	Semnam	huˈmaːʔ	huˈmaːʔ	39	Semnam	field (swidden/hill)	3	field (swidden/hill)/3	h u ˈm aː ʔ
#
5017	ASLIAN	1147	Semai	ɟaɹas	ɟaɹas	40	Semai	finger	1	finger/1	ɟ a ɹ a s
#
5139	ASLIAN	1194	CheqWong	ʔɔs	ʔɔs	41	Cheq-Wong	fire	1	fire/1	ʔ ɔ s
5140	ASLIAN	1194	JahHut	ʔɔs	ʔɔs	41	Jah-Hut	fire	1	fire/1	ʔ ɔ s
5141	ASLIAN	1194	Jahai	ʔɔs	ʔɔs	41	Jahai	fire	1	fire/1	ʔ ɔ s
5142	ASLIAN	1194	Kensiw	met ʔɔs	met#ʔɔs	41	Kensiw	fire	1	fire/1	m e t # ʔ ɔ s
5143	ASLIAN	1194	MahMeri	ʔus	ʔus	41	Mah-Meri	fire	1	fire/1	ʔ u s
5144	ASLIAN	1194	Maniq	ʔɔs	ʔɔs	41	Maniq	fire	1	fire/1	ʔ ɔ s
5145	ASLIAN	1194	Semai	ʔɔːs	ʔɔːs	41	Semai	fire	1	fire/1	ʔ ɔː s
5146	ASLIAN	1194	Semelai	ʔus	ʔus	41	Semelai	fire	1	fire/1	ʔ u s
5147	ASLIAN	1194	Semnam	ʔoːs	ʔoːs	41	Semnam	fire	1	fire/1	ʔ oː s
5148	ASLIAN	1194	Temiar	ʔoːs	ʔoːs	41	Temiar	fire	1	fire/1	ʔ oː s
#
5262	ASLIAN	1214	CheqWong	kiəʔ	kiəʔ	42	Cheq-Wong	fish	1	fish/1	k i ə ʔ
5263	ASLIAN	1214	JahHut	kaʔ	kaʔ	42	Jah-Hut	fish	1	fish/1	k a ʔ
5264	ASLIAN	1214	Jahai	ʔikəʔ	ʔikəʔ	42	Jahai	fish	1	fish/1	ʔ i k ə ʔ
5267	ASLIAN	1214	MahMeri	ka	ka	42	Mah-Meri	fish	1	fish/1	k a
5269	ASLIAN	1214	Semai	ka	ka	42	Semai	fish	1	fish/1	k a
5270	ASLIAN	1222	Semelai	crɛh	crɛh	42	Semelai	fish	2	fish/2	c r ɛ h
5271	ASLIAN	1214	Semnam	kaːʔ	kaːʔ	42	Semnam	fish	1	fish/1	k aː ʔ
5272	ASLIAN	1214	Temiar	kaːʔ	kaːʔ	42	Temiar	fish	1	fish/1	k aː ʔ
#
5394	ASLIAN	1230	Semelai	msɔŋ	msɔŋ	43	Semelai	five	1	five/1	ms ɔ ŋ
#
5510	ASLIAN	1236	CheqWong	sac	sac	44	Cheq-Wong	flesh/meat	1	flesh/meat/1	s a c
5511	ASLIAN	1236	JahHut	sɛc	sɛc	44	Jah-Hut	flesh/meat	1	flesh/meat/1	s ɛ c
5512	ASLIAN	1236	Jahai	sɛc	sɛc	44	Jahai	flesh/meat	1	flesh/meat/1	s ɛ c
5513	ASLIAN	1236	Kensiw	sec	sec	44	Kensiw	flesh/meat	1	flesh/meat/1	s e c
5514	ASLIAN	1247	MahMeri	dage̤k	dage̤k	44	Mah-Meri	flesh/meat	2	flesh/meat/2	d a g e̤ k
5515	ASLIAN	1236	Maniq	sec	sec	44	Maniq	flesh/meat	1	flesh/meat/1	s e c
5516	ASLIAN	1236	Semai	sɛc	sɛc	44	Semai	flesh/meat	1	flesh/meat/1	s ɛ c
5517	ASLIAN	1236	Semelai	səc	səc	44	Semelai	flesh/meat	1	flesh/meat/1	s ə c
5518	ASLIAN	1236	Semnam	sec	sec	44	Semnam	flesh/meat	1	flesh/meat/1	s e c
5519	ASLIAN	1236	Temiar	seɟ	seɟ	44	Temiar	flesh/meat	1	flesh/meat/1	s e ɟ
#
5645	ASLIAN	1280	JahHut	bkaw	bkaw	45	Jah-Hut	flower	1	flower/1	b k a w
5649	ASLIAN	1291	Maniq	hapɔŋ	hapɔŋ	45	Maniq	flower	2	flower/2	h a p ɔ ŋ
5644	ASLIAN	1280	CheqWong	bkɑw	bkɑw	45	Cheq-Wong	flower	1	flower/1	b k ɑ w
5646	ASLIAN	1280	Jahai	bukaw	bukaw	45	Jahai	flower	1	flower/1	b u k a w
5650	ASLIAN	1301	Semai	pøh	pøh	45	Semai	flower	3	flower/3	p ø h
5651	ASLIAN	1280	Semelai	bkaw	bkaw	45	Semelai	flower	1	flower/1	b k a w
5653	ASLIAN	1301	Temiar	penapɔh	penapɔh	45	Temiar	flower	3	flower/3	p e n a p ɔ h
#
5769	ASLIAN	1307	CheqWong	cɑn	cɑn	46	Cheq-Wong	foot	1	foot/1	c ɑ n
5770	ASLIAN	1311	JahHut	jɔŋ	jɔŋ	46	Jah-Hut	foot	2	foot/2	j ɔ ŋ
5772	ASLIAN	1307	Kensiw	can	can	46	Kensiw	foot	1	foot/1	c a n
5773	ASLIAN	1311	MahMeri	jɔ̤k	jɔ̤k	46	Mah-Meri	foot	2	foot/2	j ɔ̤ k
5774	ASLIAN	1307	Maniq	can	can	46	Maniq	foot	1	foot/1	c a n
5775	ASLIAN	1311	Semai	ɟʊʔ	ɟʊʔ	46	Semai	foot	2	foot/2	ɟ ʊ ʔ
5776	ASLIAN	1311	Semelai	ɟɔŋ	ɟɔŋ	46	Semelai	foot	2	foot/2	ɟ ɔ ŋ
5778	ASLIAN	1311	Temiar	ɟʊʔ	ɟʊʔ	46	Temiar	foot	2	foot/2	ɟ ʊ ʔ
5771	ASLIAN	1307	Jahai	can	can	46	Jahai	foot	1	foot/1	c a n
5777	ASLIAN	1311	Semnam	ɟuŋ	ɟuŋ	46	Semnam	foot	2	foot/2	ɟ u ŋ
#
5901	ASLIAN	1319	Semelai	pənpon	pənpon	47	Semelai	four	1	four/1	p ə n p o n
#
6020	ASLIAN	1359	Jahai	kmɛt	kmɛt	48	Jahai	frog	43	frog/43	k m ɛ t
6021	ASLIAN	1360	Jahai	skŋuk	skŋuk	48	Jahai	frog	44	frog/44	s k ŋ u k
6022	ASLIAN	1329	Jahai	caŋkɛ̃j	caŋkɛ̃j	48	Jahai	frog	15	frog/15	c a ŋ k ɛ̃ j
6023	ASLIAN	1323	Kensiw	baliw	baliw	48	Kensiw	frog	1	frog/1	b a l i w
6027	ASLIAN	1345	Semelai	puruʔ	puruʔ	48	Semelai	frog	3	frog/3	p u r u ʔ
6028	ASLIAN	1355	Semnam	koːm	koːm	48	Semnam	frog	4	frog/4	k oː m
6029	ASLIAN	1361	Temiar	senug	senug	48	Temiar	frog	5	frog/5	s e n u g
6026	ASLIAN	1334	Semai	tabɛʔ	tabɛʔ	48	Semai	frog	2	frog/2	t a b ɛ ʔ
#
6164	ASLIAN	1373	Temiar	bʌɹʌʔ	bʌɹʌʔ	49	Temiar	fruit	4	fruit/4	b ʌ ɹ ʌ ʔ
6155	ASLIAN	1366	CheqWong	ploʔ	ploʔ	49	Cheq-Wong	fruit	1	fruit/1	p l o ʔ
6156	ASLIAN	1366	JahHut	pləʔ	pləʔ	49	Jah-Hut	fruit	1	fruit/1	p l ə ʔ
6157	ASLIAN	1371	Jahai	kbɨʔ	kbɨʔ	49	Jahai	fruit	2	fruit/2	k b ɨ ʔ
6158	ASLIAN	1371	Kensiw	kəbɚʔ	kəbɚʔ	49	Kensiw	fruit	2	fruit/2	k ə b ɚ ʔ
6159	ASLIAN	1366	MahMeri	ple	ple	49	Mah-Meri	fruit	1	fruit/1	p l e
6160	ASLIAN	1371	Maniq	kabɨʔ	kabɨʔ	49	Maniq	fruit	2	fruit/2	k a b ɨ ʔ
6161	ASLIAN	1366	Semai	pɛlɛ	pɛlɛ	49	Semai	fruit	1	fruit/1	p ɛ l ɛ
6162	ASLIAN	1366	Semelai	ple	ple	49	Semelai	fruit	1	fruit/1	p l e
6163	ASLIAN	1372	Semnam	kmɔːʔ	kmɔːʔ	49	Semnam	fruit	3	fruit/3	k m ɔː ʔ
#
6288	ASLIAN	1379	Temiar	təbik	təbik	50	Temiar	full	1	full/1	t ə b i k
6279	ASLIAN	1379	CheqWong	bək	bək	50	Cheq-Wong	full	1	full/1	b ə k
6280	ASLIAN	1390	JahHut	pnoh	pnoh	50	Jah-Hut	full	2	full/2	p n o h
6281	ASLIAN	1398	Jahai	səbem	səbem	50	Jahai	full	3	full/3	s ə b e m
6282	ASLIAN	1399	Kensiw	hapudn	hapudn	50	Kensiw	full	4	full/4	h a p u d n
6283	ASLIAN	1379	MahMeri	m̥bə̤c	m̥bə̤c	50	Mah-Meri	full	1	full/1	m̥ b ə̤ c
6284	ASLIAN	1399	Maniq	habuɲ	habuɲ	50	Maniq	full	4	full/4	h a b u ɲ
6285	ASLIAN	1379	Semai	təbeːk	təbeːk	50	Semai	full	1	full/1	t ə b eː k
6286	ASLIAN	1379	Semelai	səbəɲ	səbəɲ	50	Semelai	full	1	full/1	s ə b ə ɲ
6287	ASLIAN	1379	Semnam	tbiŋ	tbiŋ	50	Semnam	full	1	full/1	t b i ŋ
#
6405	ASLIAN	1405	Jahai	kaɲcɔʔ	kaɲcɔʔ	51	Jahai	grandchild	1	grandchild/1	k a ɲ c ɔ ʔ
6406	ASLIAN	1405	Kensiw	ɟuɟɔʔ	ɟuɟɔʔ	51	Kensiw	grandchild	1	grandchild/1	ɟ u ɟ ɔ ʔ
6407	ASLIAN	1405	MahMeri	cuʔ	cuʔ	51	Mah-Meri	grandchild	1	grandchild/1	c u ʔ
6409	ASLIAN	1405	Semai	cʌno	cʌno	51	Semai	grandchild	1	grandchild/1	c ʌ n o
6410	ASLIAN	1405	Semelai	cuʔ	cuʔ	51	Semelai	grandchild	1	grandchild/1	c u ʔ
6411	ASLIAN	1405	Semnam	kaɲcɔːʔ	kaɲcɔːʔ	51	Semnam	grandchild	1	grandchild/1	k a ɲ c ɔː ʔ
6412	ASLIAN	1405	Temiar	cacoʔ	cacoʔ	51	Temiar	grandchild	1	grandchild/1	c a c o ʔ
#
6533	ASLIAN	1429	Semelai	lalaŋ	lalaŋ	52	Semelai	grass	2	grass/2	l a l a ŋ
6532	ASLIAN	1418	Semai	ɲoʊ	ɲoʊ	52	Semai	grass	1	grass/1	ɲ o ʊ
6535	ASLIAN	1440	Temiar	ɹambaŋ	ɹambaŋ	52	Temiar	grass	3	grass/3	ɹ a m b a ŋ
#
6655	ASLIAN	1468	Jahai	hiɟɔw	hiɟɔw	53	Jahai	green	1	green/1	h i ɟ ɔ w
6656	ASLIAN	1479	Kensiw	baʎʔuɟɲ	baʎʔuɟɲ	53	Kensiw	green	2	green/2	b a ʎ ʔ u ɟ ɲ
6659	ASLIAN	1490	Semai	bʌlaʔaɹ / bʌlaʔøɹ	bʌlaʔaɹ	53	Semai	green	3	green/3	b ʌ l a ʔ a ɹ
6660	ASLIAN	1468	Semelai	hiɟaw	hiɟaw	53	Semelai	green	1	green/1	h i ɟ a w
6661	ASLIAN	1500	Semnam	blhəːj	blhəːj	53	Semnam	green	4	green/4	b lh əː j
6662	ASLIAN	1509	Temiar	bʌlaʌg	bʌlaʌg	53	Temiar	green	5	green/5	b ʌ l a ʌ g
#
6783	ASLIAN	1520	CheqWong	sɔk	sɔk	54	Cheq-Wong	hair (head)	1	hair (head)/1	s ɔ k
6784	ASLIAN	1520	JahHut	sɔk	sɔk	54	Jah-Hut	hair (head)	1	hair (head)/1	s ɔ k
6785	ASLIAN	1520	Jahai	sɔk	sɔk	54	Jahai	hair (head)	1	hair (head)/1	s ɔ k
6786	ASLIAN	1520	Kensiw	sok	sok	54	Kensiw	hair (head)	1	hair (head)/1	s o k
6788	ASLIAN	1520	Maniq	sɔk	sɔk	54	Maniq	hair (head)	1	hair (head)/1	s ɔ k
6789	ASLIAN	1520	Semai	soʊʔ	soʊʔ	54	Semai	hair (head)	1	hair (head)/1	s o ʊ ʔ
6790	ASLIAN	1520	Semelai	suk	suk	54	Semelai	hair (head)	1	hair (head)/1	s u k
6791	ASLIAN	1525	Semnam	sntɔːl	sntɔːl	54	Semnam	hair (head)	2	hair (head)/2	s n t ɔː l
6792	ASLIAN	1520	Temiar	sɔg	sɔg	54	Temiar	hair (head)	1	hair (head)/1	s ɔ g
6787	ASLIAN	1520	MahMeri	sup / suk	sup	54	Mah-Meri	hair (head)	1	hair (head)/1	s u p
#
6909	ASLIAN	1533	Kensiw	cas	cas	55	Kensiw	hand	1	hand/1	c a s
6913	ASLIAN	1535	Semelai	tʰi	tʰi	55	Semelai	hand	3	hand/3	tʰ i
6911	ASLIAN	1533	Maniq	cas	cas	55	Maniq	hand	1	hand/1	c a s
6912	ASLIAN	1535	Semai	tʌʔ	tʌʔ	55	Semai	hand	3	hand/3	t ʌ ʔ
6905	ASLIAN	1533	CheqWong	cɑs	cɑs	55	Cheq-Wong	hand	1	hand/1	c ɑ s
6906	ASLIAN	1534	JahHut	tiŋ	tiŋ	55	Jah-Hut	hand	2	hand/2	t i ŋ
6907	ASLIAN	1533	Jahai	cjas	cjas	55	Jahai	hand	1	hand/1	c j a s
6908	ASLIAN	1533	Jahai	ciʔas	ciʔas	55	Jahai	hand	1	hand/1	c i ʔ a s
6910	ASLIAN	1535	MahMeri	tʰi/ti	tʰi	55	Mah-Meri	hand	3	hand/3	tʰ i
6914	ASLIAN	1534	Semnam	ti:ŋ	ti:ŋ	55	Semnam	hand	2	hand/2	t i: ŋ
6915	ASLIAN	1535	Temiar	tiʔ	tiʔ	55	Temiar	hand	3	hand/3	t i ʔ
#
7030	ASLIAN	1539	Jahai	kuj	kuj	56	Jahai	head	1	head/1	k u j
7031	ASLIAN	1539	Kensiw	kuj	kuj	56	Kensiw	head	1	head/1	k u j
7032	ASLIAN	1539	MahMeri	koj	koj	56	Mah-Meri	head	1	head/1	k o j
7033	ASLIAN	1539	Maniq	kuj	kuj	56	Maniq	head	1	head/1	k u j
7028	ASLIAN	1539	CheqWong	kuj	kuj	56	Cheq-Wong	head	1	head/1	k u j
7029	ASLIAN	1539	JahHut	kɔj	kɔj	56	Jah-Hut	head	1	head/1	k ɔ j
7034	ASLIAN	1539	Semai	koːj	koːj	56	Semai	head	1	head/1	k oː j
7035	ASLIAN	1539	Semelai	kʰoj	kʰoj	56	Semelai	head	1	head/1	kʰ o j
7036	ASLIAN	1539	Semnam	kuj	kuj	56	Semnam	head	1	head/1	k u j
7037	ASLIAN	1539	Temiar	kuj	kuj	56	Temiar	head	1	head/1	k u j
#
7160	ASLIAN	1596	MahMeri	ɟanto̤k	ɟanto̤k	57	Mah-Meri	heart	41	heart/41	ɟ a n t o̤ k
7164	ASLIAN	1594	Semnam	hum	hum	57	Semnam	heart	4	heart/4	h u m
7158	ASLIAN	1562	Jahai	klaŋis	klaŋis	57	Jahai	heart	1	heart/1	k l a ŋ i s
7159	ASLIAN	1562	Kensiw	kalaŋɛs	kalaŋɛs	57	Kensiw	heart	1	heart/1	k a l a ŋ ɛ s
7161	ASLIAN	1562	Maniq	kaŋɛs	kaŋɛs	57	Maniq	heart	1	heart/1	k a ŋ ɛ s
7162	ASLIAN	1573	Semai	nɔs	nɔs	57	Semai	heart	2	heart/2	n ɔ s
7163	ASLIAN	1584	Semelai	ɟantuŋ	ɟantuŋ	57	Semelai	heart	3	heart/3	ɟ a n t u ŋ
7165	ASLIAN	1594	Temiar	hup	hup	57	Temiar	heart	4	heart/4	h u p
#
7290	ASLIAN	1624	MahMeri	ɲ̊jəh	ɲ̊jəh	58	Mah-Meri	heavy	3	heavy/3	ɲ̊ j ə h
7291	ASLIAN	1602	Maniq	haɲut	haɲut	58	Maniq	heavy	1	heavy/1	h a ɲ u t
7292	ASLIAN	1624	Semai	ɲøh	ɲøh	58	Semai	heavy	3	heavy/3	ɲ ø h
7294	ASLIAN	1624	Semnam	ʔɲeh	ʔɲeh	58	Semnam	heavy	3	heavy/3	ʔ ɲ e h
7286	ASLIAN	1602	CheqWong	hɲut	hɲut	58	Cheq-Wong	heavy	1	heavy/1	h ɲ u t
7287	ASLIAN	1613	JahHut	hlɨk	hlɨk	58	Jah-Hut	heavy	2	heavy/2	h l ɨ k
7288	ASLIAN	1602	Jahai	hɲɟut	hɲɟut	58	Jahai	heavy	1	heavy/1	h ɲ ɟ u t
7289	ASLIAN	1602	Kensiw	hanjut	hanjut	58	Kensiw	heavy	1	heavy/1	h a n j u t
7293	ASLIAN	1624	Semelai	kɟəh	kɟəh	58	Semelai	heavy	3	heavy/3	k ɟ ə h
7295	ASLIAN	1624	Temiar	ʔʌnjuh	ʔʌnjuh	58	Temiar	heavy	3	heavy/3	ʔ ʌ n j u h
#
7418	ASLIAN	1634	Maniq	balɔŋ	balɔŋ	59	Maniq	horn	1	horn/1	b a l ɔ ŋ
7422	ASLIAN	1634	Temiar	balɔk	balɔk	59	Temiar	horn	1	horn/1	b a l ɔ k
#
7539	ASLIAN	1651	Jahai	bkɨt	bkɨt	60	Jahai	hot/warm	1	hot/warm/1	b k ɨ t
7543	ASLIAN	1651	Semai	bʌkɛt	bʌkɛt	60	Semai	hot/warm	1	hot/warm/1	b ʌ k ɛ t
7544	ASLIAN	1673	Semelai	pret	pret	60	Semelai	hot/warm	3	hot/warm/3	p r e t
7546	ASLIAN	1683	Temiar	bɨd	bɨd	60	Temiar	hot/warm	4	hot/warm/4	b ɨ d
7538	ASLIAN	1683	JahHut	bɨt	bɨt	60	Jah-Hut	hot/warm	4	hot/warm/4	b ɨ t
7541	ASLIAN	1662	MahMeri	haŋat	haŋat	60	Mah-Meri	hot/warm	2	hot/warm/2	h a ŋ a t
7545	ASLIAN	1683	Semnam	bɨt	bɨt	60	Semnam	hot/warm	4	hot/warm/4	b ɨ t
#
7693	ASLIAN	1708	JahHut	sjɛ̃ʔ	sjɛ̃ʔ	61	Jah-Hut	house	1	house/1	s j ɛ̃ ʔ
7694	ASLIAN	1708	Jahai	hajɛ̃ʔ	hajɛ̃ʔ	61	Jahai	house	1	house/1	h a j ɛ̃ ʔ
7695	ASLIAN	1718	Kensiw	dəŋ	dəŋ	61	Kensiw	house	2	house/2	d ə ŋ
7696	ASLIAN	1718	MahMeri	dṳk	dṳk	61	Mah-Meri	house	2	house/2	d ṳ k
7698	ASLIAN	1718	Semai	dʌŋ	dʌŋ	61	Semai	house	2	house/2	d ʌ ŋ
7699	ASLIAN	1718	Semai	døʔ	døʔ	61	Semai	house	2	house/2	d ø ʔ
7700	ASLIAN	1718	Semelai	dɔl	dɔl	61	Semelai	house	2	house/2	d ɔ l
7701	ASLIAN	1718	Semnam	deːŋ	deːŋ	61	Semnam	house	2	house/2	d eː ŋ
7702	ASLIAN	1718	Temiar	dʌiʔ	dʌiʔ	61	Temiar	house	2	house/2	d ʌ i ʔ
#
8073	ASLIAN	1744	CheqWong	ʔac	ʔac	64	Cheq-Wong	intestine/gut	1	intestine/gut/1	ʔ a c
8074	ASLIAN	1755	JahHut	ləpɛc	ləpɛc	64	Jah-Hut	intestine/gut	2	intestine/gut/2	l ə p ɛ c
8075	ASLIAN	1760	Jahai	lmaʔ	lmaʔ	64	Jahai	intestine/gut	24	intestine/gut/24	l m a ʔ
8076	ASLIAN	1744	Jahai	ʔec cəŋ	ʔec#cəŋ	64	Jahai	intestine/gut	1	intestine/gut/1	ʔ e c # c ə ŋ
8077	ASLIAN	1744	Kensiw	ʔec ɲiat	ʔec#ɲiat	64	Kensiw	intestine/gut	1	intestine/gut/1	ʔ e c # ɲ i a t
8078	ASLIAN	1744	MahMeri	ʔoʔoc	ʔoʔoc	64	Mah-Meri	intestine/gut	1	intestine/gut/1	ʔ o ʔ o c
8079	ASLIAN	1761	Maniq	cɨŋ	cɨŋ	64	Maniq	intestine/gut	3	intestine/gut/3	c ɨ ŋ
8080	ASLIAN	1762	Semai	ʔeɪt wẽt	ʔeɪt#wẽt	64	Semai	intestine/gut	4	intestine/gut/4	ʔ e ɪ t # w ẽ t
8081	ASLIAN	1762	Semelai	wɛc	wɛc	64	Semelai	intestine/gut	4	intestine/gut/4	w ɛ c
