# Wordlist

# DATA
ID	BRANCH	COGID	DOCULECT	IPA	OLD_TOKENS	NUMBER	LANGUAGENAME	CONCEPT	COGNATE_SCORE	COG	TOKENS
8082	ASLIAN	1762	Semnam	ʔec wɛ̃ːc	ʔec#wɛ̃ːc	64	Semnam	intestine/gut	4	intestine/gut/4	ʔ e c # w ɛ̃ː c
8083	ASLIAN	1744	Temiar	ʔʌiɟ dʌl	ʔʌiɟ#dʌl	64	Temiar	intestine/gut	1	intestine/gut/1	ʔ ʌ i ɟ # d ʌ l
#
8320	ASLIAN	1794	CheqWong	haliʔ	haliʔ	66	Cheq-Wong	leaf	1	leaf/1	h a l i ʔ
8321	ASLIAN	1794	JahHut	hlaʔ	hlaʔ	66	Jah-Hut	leaf	1	leaf/1	h l a ʔ
8322	ASLIAN	1794	Jahai	haliʔ	haliʔ	66	Jahai	leaf	1	leaf/1	h a l i ʔ
8323	ASLIAN	1794	Kensiw	haliʔ	haliʔ	66	Kensiw	leaf	1	leaf/1	h a l i ʔ
8325	ASLIAN	1794	Maniq	haliʔ	haliʔ	66	Maniq	leaf	1	leaf/1	h a l i ʔ
8329	ASLIAN	1794	Temiar	sʌla	sʌla	66	Temiar	leaf	1	leaf/1	s ʌ l a
8326	ASLIAN	1794	Semai	sʌla	sʌla	66	Semai	leaf	1	leaf/1	s ʌ l a
8328	ASLIAN	1794	Semnam	slaːʔ	slaːʔ	66	Semnam	leaf	1	leaf/1	s l aː ʔ
#
8450	ASLIAN	1821	Jahai	lajaʔ	lajaʔ	67	Jahai	leech (land)	20	leech (land)/20	l a j a ʔ
8451	ASLIAN	1822	Jahai	lawɛ̃j	lawɛ̃j	67	Jahai	leech (land)	21	leech (land)/21	l a w ɛ̃ j
8452	ASLIAN	1823	Kensiw	ʔis	ʔis	67	Kensiw	leech (land)	3	leech (land)/3	ʔ i s
8458	ASLIAN	1810	Temiar	pʌlop	pʌlop	67	Temiar	leech (land)	1	leech (land)/1	p ʌ l o p
8449	ASLIAN	1810	JahHut	pələm	pələm	67	Jah-Hut	leech (land)	1	leech (land)/1	p ə l ə m
8453	ASLIAN	1810	MahMeri	klə̤p	klə̤p	67	Mah-Meri	leech (land)	1	leech (land)/1	k l ə̤ p
8457	ASLIAN	1810	Semnam	plɔm	plɔm	67	Semnam	leech (land)	1	leech (land)/1	p l ɔ m
#
8573	ASLIAN	1830	CheqWong	jal	jal	68	Cheq-Wong	left (side)	1	left (side)/1	j a l
8574	ASLIAN	1841	JahHut	kiriʔ	kiriʔ	68	Jah-Hut	left (side)	2	left (side)/2	k i r i ʔ
8576	ASLIAN	1848	Kensiw	ɲɛ̃ʔ	ɲɛ̃ʔ	68	Kensiw	left (side)	4	left (side)/4	ɲ ɛ̃ ʔ
8577	ASLIAN	1841	MahMeri	kiriʔ	kiriʔ	68	Mah-Meri	left (side)	2	left (side)/2	k i r i ʔ
8578	ASLIAN	1848	Maniq	ɲɛʔ	ɲɛʔ	68	Maniq	left (side)	4	left (side)/4	ɲ ɛ ʔ
8579	ASLIAN	1849	Semai	kʌŋwɪl	kʌŋwɪl	68	Semai	left (side)	5	left (side)/5	k ʌ ŋ w ɪ l
8580	ASLIAN	1849	Semelai	sawɛl	sawɛl	68	Semelai	left (side)	5	left (side)/5	s a w ɛ l
8582	ASLIAN	1830	Temiar	jel	jel	68	Temiar	left (side)	1	left (side)/1	j e l
8583	ASLIAN	1850	Temiar	maɹʌh	maɹʌh	68	Temiar	left (side)	6	left (side)/6	m a ɹ ʌ h
8581	ASLIAN	1849	Semnam	wɛːl	wɛːl	68	Semnam	left (side)	5	left (side)/5	w ɛː l
8575	ASLIAN	1847	Jahai	wĩʔ	wĩʔ	68	Jahai	left (side)	3	left (side)/3	w ĩ ʔ
#
8699	ASLIAN	1854	Jahai	hatɔ̃p	hatɔ̃p	69	Jahai	light (weight)	1	light (weight)/1	h a t ɔ̃ p
8700	ASLIAN	1865	Kensiw	pasɛw	pasɛw	69	Kensiw	light (weight)	2	light (weight)/2	p a s ɛ w
8703	ASLIAN	1876	Semai	hajɔʔ	hajɔʔ	69	Semai	light (weight)	3	light (weight)/3	h a j ɔ ʔ
8704	ASLIAN	1878	Semelai	hampɔŋ	hampɔŋ	69	Semelai	light (weight)	4	light (weight)/4	h a m p ɔ ŋ
8705	ASLIAN	1876	Semnam	hajɔ̃ːʔ	hajɔ̃ːʔ	69	Semnam	light (weight)	3	light (weight)/3	h a j ɔ̃ː ʔ
#
8825	ASLIAN	1884	Jahai	ros	ros	70	Jahai	liver	1	liver/1	r o s
8830	ASLIAN	1884	Semelai	gəres	gəres	70	Semelai	liver	1	liver/1	g ə r e s
8832	ASLIAN	1884	Temiar	ʔɛnrɨs	ʔɛnrɨs	70	Temiar	liver	1	liver/1	ʔ ɛ n r ɨ s
8823	ASLIAN	1884	CheqWong	ros	ros	70	Cheq-Wong	liver	1	liver/1	r o s
8824	ASLIAN	1884	JahHut	rəs	rəs	70	Jah-Hut	liver	1	liver/1	r ə s
8826	ASLIAN	1884	Kensiw	jos	jos	70	Kensiw	liver	1	liver/1	j o s
8827	ASLIAN	1884	MahMeri	greh	greh	70	Mah-Meri	liver	1	liver/1	g r e h
8828	ASLIAN	1884	Maniq	rus	rus	70	Maniq	liver	1	liver/1	r u s
8829	ASLIAN	1884	Semai	ɹiːs	ɹiːs	70	Semai	liver	1	liver/1	ɹ iː s
8831	ASLIAN	1884	Semnam	jiːs	jiːs	70	Semnam	liver	1	liver/1	j iː s
#
8946	ASLIAN	1900	CheqWong	jsɨŋ	jsɨŋ	71	Cheq-Wong	long	1	long/1	js ɨ ŋ
8947	ASLIAN	1911	JahHut	crɨŋ	crɨŋ	71	Jah-Hut	long	2	long/2	c r ɨ ŋ
8948	ASLIAN	1922	Jahai	btec	btec	71	Jahai	long	3	long/3	b t e c
8949	ASLIAN	1922	Kensiw	bətuc	bətuc	71	Kensiw	long	3	long/3	b ə t u c
8950	ASLIAN	1933	MahMeri	jələ̤k / jəlaŋ	jələ̤k	71	Mah-Meri	long	4	long/4	j ə l ə̤ k
8951	ASLIAN	1922	Maniq	hatiek	hatiek	71	Maniq	long	3	long/3	h a t i e k
8952	ASLIAN	1911	Semai	cʌɹʌʔ	cʌɹʌʔ	71	Semai	long	2	long/2	c ʌ ɹ ʌ ʔ
8953	ASLIAN	1933	Semelai	ɟləŋ	ɟləŋ	71	Semelai	long	4	long/4	ɟ l ə ŋ
8954	ASLIAN	1939	Semnam	ɟjeːʔ	ɟjeːʔ	71	Semnam	long	5	long/5	ɟ j eː ʔ
8955	ASLIAN	1940	Semnam	liːw	liːw	71	Semnam	long	6	long/6	l iː w
8956	ASLIAN	1911	Temiar	ɟəroʔ	ɟəroʔ	71	Temiar	long	2	long/2	ɟ ə r o ʔ
#
9078	ASLIAN	1944	CheqWong	cɛʔ	cɛʔ	72	Cheq-Wong	louse	1	louse/1	c ɛ ʔ
9079	ASLIAN	1944	JahHut	cɛʔ	cɛʔ	72	Jah-Hut	louse	1	louse/1	c ɛ ʔ
9080	ASLIAN	1944	Jahai	ciʔ	ciʔ	72	Jahai	louse	1	louse/1	c i ʔ
9081	ASLIAN	1944	Kensiw	ceʔ	ceʔ	72	Kensiw	louse	1	louse/1	c e ʔ
9082	ASLIAN	1944	MahMeri	ci	ci	72	Mah-Meri	louse	1	louse/1	c i
9084	ASLIAN	1944	Semai	cɛ	cɛ	72	Semai	louse	1	louse/1	c ɛ
9085	ASLIAN	1944	Semelai	ci	ci	72	Semelai	louse	1	louse/1	c i
9087	ASLIAN	1944	Temiar	cɛʔ	cɛʔ	72	Temiar	louse	1	louse/1	c ɛ ʔ
9086	ASLIAN	1944	Semnam	ceʔ	ceʔ	72	Semnam	louse	1	louse/1	c e ʔ
#
9201	ASLIAN	1964	JahHut	kaʔkɔɲ	kaʔkɔɲ	73	Jah-Hut	man (male human)	2	man (male human)/2	k a ʔ k ɔ ɲ
9202	ASLIAN	1953	Jahai	tmkal	tmkal	73	Jahai	man (male human)	1	man (male human)/1	t m k a l
9203	ASLIAN	1953	Kensiw	tamkaʎ	tamkaʎ	73	Kensiw	man (male human)	1	man (male human)/1	t a m k a ʎ
9204	ASLIAN	1975	MahMeri	ləmɔl	ləmɔl	73	Mah-Meri	man (male human)	3	man (male human)/3	l ə m ɔ l
9205	ASLIAN	1953	Maniq	təmkal	təmkal	73	Maniq	man (male human)	1	man (male human)/1	t ə m k a l
9208	ASLIAN	1975	Semelai	rmɔl	rmɔl	73	Semelai	man (male human)	3	man (male human)/3	r m ɔ l
9209	ASLIAN	1964	Semnam	ʔŋkoːɲ	ʔŋkoːɲ	73	Semnam	man (male human)	2	man (male human)/2	ʔ ŋ k oː ɲ
9210	ASLIAN	1997	Temiar	bə	bə	73	Temiar	man (male human)	5	man (male human)/5	b ə
9200	ASLIAN	1953	CheqWong	tuŋkal	tuŋkal	73	Cheq-Wong	man (male human)	1	man (male human)/1	t u ŋ k a l
9206	ASLIAN	1986	Semai	kʌɹal	kʌɹal	73	Semai	man (male human)	4	man (male human)/4	k ʌ ɹ a l
9207	ASLIAN	1997	Semai	bø / ʔibʌ	bø	73	Semai	man (male human)	5	man (male human)/5	b ø
#
9360	ASLIAN	2047	MahMeri	n̥ɔm	n̥ɔm	74	Mah-Meri	many	5	many/5	n̥ ɔ m
9354	ASLIAN	2003	CheqWong	bsoʔ	bsoʔ	74	Cheq-Wong	many	1	many/1	bs o ʔ
9355	ASLIAN	2014	JahHut	baʔlɨʔ	baʔlɨʔ	74	Jah-Hut	many	2	many/2	b a ʔ l ɨ ʔ
9356	ASLIAN	2014	Jahai	bnolɛt	bnolɛt	74	Jahai	many	2	many/2	b n o l ɛ t
9357	ASLIAN	2074	Jahai	brasaʔ	brasaʔ	74	Jahai	many	74	many/74	b r a s a ʔ
9361	ASLIAN	2058	Maniq	bɛm	bɛm	74	Maniq	many	6	many/6	b ɛ m
9362	ASLIAN	2069	Semai	ɟʌŋɔj	ɟʌŋɔj	74	Semai	many	7	many/7	ɟ ʌ ŋ ɔ j
9364	ASLIAN	2075	Semelai	ʔrəj	ʔrəj	74	Semelai	many	8	many/8	ʔ r ə j
9365	ASLIAN	2076	Semnam	lbɛh	lbɛh	74	Semnam	many	9	many/9	l b ɛ h
9366	ASLIAN	2004	Temiar	ɟaɟe	ɟaɟe	74	Temiar	many	10	many/10	ɟ a ɟ e
9367	ASLIAN	2005	Temiar	bigaʔ	bigaʔ	74	Temiar	many	11	many/11	b i g a ʔ
9358	ASLIAN	2025	Jahai	kɔm	kɔm	74	Jahai	many	3	many/3	k ɔ m
9359	ASLIAN	2036	Kensiw	ɟənuh	ɟənuh	74	Kensiw	many	4	many/4	ɟ ə n u h
9363	ASLIAN	2069	Semai	ɟʔɔj	ɟʔɔj	74	Semai	many	7	many/7	ɟ ʔ ɔ j
#
9496	ASLIAN	2077	Semai	pʌŋlai	pʌŋlai	75	Semai	medicine	1	medicine/1	p ʌ ŋ l a i
9499	ASLIAN	2077	Temiar	penlai	penlai	75	Temiar	medicine	1	medicine/1	p e n l a i
#
9614	ASLIAN	2126	JahHut	doŋ	doŋ	76	Jah-Hut	monkey/ape	28	monkey/ape/28	d o ŋ
9616	ASLIAN	2106	Kensiw	wac	wac	76	Kensiw	monkey/ape	1	monkey/ape/1	w a c
9617	ASLIAN	2117	MahMeri	jen	jen	76	Mah-Meri	monkey/ape	2	monkey/ape/2	j e n
9619	ASLIAN	2128	Semai	dɔʔ	dɔʔ	76	Semai	monkey/ape	3	monkey/ape/3	d ɔ ʔ
9620	ASLIAN	2135	Semelai	cloj	cloj	76	Semelai	monkey/ape	4	monkey/ape/4	c l o j
9622	ASLIAN	2106	Temiar	bawaɟ	bawaɟ	76	Temiar	monkey/ape	1	monkey/ape/1	b a w a ɟ
#
9745	ASLIAN	2141	CheqWong	kcɛʔ	kcɛʔ	77	Cheq-Wong	moon	1	moon/1	k c ɛ ʔ
9748	ASLIAN	2141	Kensiw	kʌcie̝ʔ	kʌcie̝ʔ	77	Kensiw	moon	1	moon/1	k ʌ c i e̝ ʔ
9750	ASLIAN	2141	Maniq	kaceʔ	kaceʔ	77	Maniq	moon	1	moon/1	k a c e ʔ
9754	ASLIAN	2141	Temiar	gʌceʔ	gʌceʔ	77	Temiar	moon	1	moon/1	g ʌ c e ʔ
9747	ASLIAN	2141	Jahai	cʰɨj	cʰɨj	77	Jahai	moon	1	moon/1	cʰ ɨ j
9751	ASLIAN	2141	Semai	gʌcɛ	gʌcɛ	77	Semai	moon	1	moon/1	g ʌ c ɛ
#
9876	ASLIAN	2186	Jahai	lsuŋ	lsuŋ	78	Jahai	mortar	3	mortar/3	ls u ŋ
9877	ASLIAN	2184	Jahai	mutah	mutah	78	Jahai	mortar	23	mortar/23	m u t a h
9878	ASLIAN	2169	Jahai	gul	gul	78	Jahai	mortar	1	mortar/1	g u l
9879	ASLIAN	2180	Jahai	hɔʔ	hɔʔ	78	Jahai	mortar	2	mortar/2	h ɔ ʔ
9880	ASLIAN	2180	Kensiw	hɔʔ	hɔʔ	78	Kensiw	mortar	2	mortar/2	h ɔ ʔ
9883	ASLIAN	2187	Semai	saʔnɛh	saʔnɛh	78	Semai	mortar	4	mortar/4	s a ʔ n ɛ h
9884	ASLIAN	2188	Semelai	lsoŋ	lsoŋ	78	Semelai	mortar	5	mortar/5	ls o ŋ
9886	ASLIAN	2169	Temiar	gul	gul	78	Temiar	mortar	1	mortar/1	g u l
#
10000	ASLIAN	2193	CheqWong	mnĩm	mnĩm	79	Cheq-Wong	mountain	1	mountain/1	m n ĩ m
10001	ASLIAN	2193	JahHut	bnɨm	bnɨm	79	Jah-Hut	mountain	1	mountain/1	b n ɨ m
10002	ASLIAN	2204	Jahai	ɟlmɔl	ɟlmɔl	79	Jahai	mountain	2	mountain/2	ɟ l m ɔ l
10003	ASLIAN	2215	Kensiw	ɟəpaʔ	ɟəpaʔ	79	Kensiw	mountain	3	mountain/3	ɟ ə p a ʔ
10004	ASLIAN	2226	MahMeri	sɔ̤k	sɔ̤k	79	Mah-Meri	mountain	4	mountain/4	s ɔ̤ k
10005	ASLIAN	2233	Maniq	batuʔ	batuʔ	79	Maniq	mountain	5	mountain/5	b a t u ʔ
10006	ASLIAN	2234	Semai	lɔt	lɔt	79	Semai	mountain	6	mountain/6	l ɔ t
10007	ASLIAN	2204	Semai	ɟʌlmɔl	ɟʌlmɔl	79	Semai	mountain	2	mountain/2	ɟ ʌ l m ɔ l
10008	ASLIAN	2193	Semelai	bnʉm	bnʉm	79	Semelai	mountain	1	mountain/1	b n ʉ m
10009	ASLIAN	2215	Semnam	pɔːʔ	pɔːʔ	79	Semnam	mountain	3	mountain/3	p ɔː ʔ
10010	ASLIAN	2204	Temiar	ɟʌlmol	ɟʌlmol	79	Temiar	mountain	2	mountain/2	ɟ ʌ l m o l
#
10132	ASLIAN	2238	CheqWong	hɑɲ	hɑɲ	80	Cheq-Wong	mouth	1	mouth/1	h ɑ ɲ
10134	ASLIAN	2238	Jahai	hɛɲ	hɛɲ	80	Jahai	mouth	1	mouth/1	h ɛ ɲ
10135	ASLIAN	2238	Kensiw	hãɲ	hãɲ	80	Kensiw	mouth	1	mouth/1	h ã ɲ
10137	ASLIAN	2238	Maniq	haɲ	haɲ	80	Maniq	mouth	1	mouth/1	h a ɲ
10140	ASLIAN	2249	Semnam	camaːk	camaːk	80	Semnam	mouth	2	mouth/2	c a m aː k
10141	ASLIAN	2260	Temiar	ɲaʔ / ɲaːg	ɲaʔ	80	Temiar	mouth	3	mouth/3	ɲ a ʔ
#
10269	ASLIAN	2298	Temiar	bəɹpog	bəɹpog	81	Temiar	mushroom/fungus	3	mushroom/fungus/3	b ə ɹ p o g
10260	ASLIAN	2289	CheqWong	tes	tes	81	Cheq-Wong	mushroom/fungus	1	mushroom/fungus/1	t e s
10262	ASLIAN	2289	Jahai	tis	tis	81	Jahai	mushroom/fungus	1	mushroom/fungus/1	t i s
10263	ASLIAN	2289	Kensiw	tis	tis	81	Kensiw	mushroom/fungus	1	mushroom/fungus/1	t i s
10264	ASLIAN	2289	MahMeri	pətih	pətih	81	Mah-Meri	mushroom/fungus	1	mushroom/fungus/1	p ə t i h
10266	ASLIAN	2289	Semai	bʌtøs	bʌtøs	81	Semai	mushroom/fungus	1	mushroom/fungus/1	b ʌ t ø s
10268	ASLIAN	2289	Semnam	tiːs	tiːs	81	Semnam	mushroom/fungus	1	mushroom/fungus/1	t iː s
#
10390	ASLIAN	2305	MahMeri	kɔkɔ̃t	kɔkɔ̃t	82	Mah-Meri	nail/claw	1	nail/claw/1	k ɔ k ɔ̃ t
10391	ASLIAN	2305	Maniq	kukɔʔ	kukɔʔ	82	Maniq	nail/claw	1	nail/claw/1	k u k ɔ ʔ
10392	ASLIAN	2315	Semai	cɛŋɹoʊs	cɛŋɹoʊs	82	Semai	nail/claw	2	nail/claw/2	c ɛ ŋ ɹ o ʊ s
10394	ASLIAN	2315	Semnam	cnjɔːs	cnjɔːs	82	Semnam	nail/claw	2	nail/claw/2	c n j ɔː s
10395	ASLIAN	2315	Temiar	cɛnrɔːs	cɛnrɔːs	82	Temiar	nail/claw	2	nail/claw/2	c ɛ n r ɔː s
10384	ASLIAN	2305	CheqWong	skɔʔ / lkɔʔ	skɔʔ	82	Cheq-Wong	nail/claw	1	nail/claw/1	s k ɔ ʔ
10385	ASLIAN	2315	JahHut	cuwes	cuwes	82	Jah-Hut	nail/claw	2	nail/claw/2	c u w e s
10386	ASLIAN	2326	Jahai	katɔ̃ŋ	katɔ̃ŋ	82	Jahai	nail/claw	3	nail/claw/3	k a t ɔ̃ ŋ
10387	ASLIAN	2305	Jahai	klkɔʔ	klkɔʔ	82	Jahai	nail/claw	1	nail/claw/1	k l k ɔ ʔ
10388	ASLIAN	2315	Jahai	cnrɔs	cnrɔs	82	Jahai	nail/claw	2	nail/claw/2	c n r ɔ s
10389	ASLIAN	2305	Kensiw	kalkɔʔ	kalkɔʔ	82	Kensiw	nail/claw	1	nail/claw/1	k a l k ɔ ʔ
10393	ASLIAN	2315	Semelai	cəros	cəros	82	Semelai	nail/claw	2	nail/claw/2	c ə r o s
#
10518	ASLIAN	2334	CheqWong	coʔ	coʔ	83	Cheq-Wong	name	1	name/1	c o ʔ
10519	ASLIAN	2345	JahHut	ʔaməh	ʔaməh	83	Jah-Hut	name	2	name/2	ʔ a m ə h
10522	ASLIAN	2356	MahMeri	gəla	gəla	83	Mah-Meri	name	3	name/3	g ə l a
10520	ASLIAN	2345	Jahai	knmɔh	knmɔh	83	Jahai	name	2	name/2	k n m ɔ h
10521	ASLIAN	2334	Kensiw	ɟɔʔ	ɟɔʔ	83	Kensiw	name	1	name/1	ɟ ɔ ʔ
10523	ASLIAN	2334	Maniq	cɔʔ	cɔʔ	83	Maniq	name	1	name/1	c ɔ ʔ
10524	ASLIAN	2345	Semai	muh	muh	83	Semai	name	2	name/2	m u h
10525	ASLIAN	2361	Semelai	gəŋlar	gəŋlar	83	Semelai	name	4	name/4	g ə ŋ l a r
10526	ASLIAN	2345	Semnam	knmɔːh	knmɔːh	83	Semnam	name	2	name/2	k n m ɔː h
10527	ASLIAN	2362	Temiar	kʌneh	kʌneh	83	Temiar	name	5	name/5	k ʌ n e h
#
10644	ASLIAN	2367	JahHut	tuʔ	tuʔ	84	Jah-Hut	navel	1	navel/1	t u ʔ
10645	ASLIAN	2367	Jahai	dut	dut	84	Jahai	navel	1	navel/1	d u t
10646	ASLIAN	2378	Kensiw	lus	lus	84	Kensiw	navel	2	navel/2	l u s
10649	ASLIAN	2388	Semai	sɔʔ	sɔʔ	84	Semai	navel	3	navel/3	s ɔ ʔ
#
10767	ASLIAN	2399	CheqWong	dwah	dwah	85	Cheq-Wong	near	1	near/1	d w a h
10770	ASLIAN	2421	Kensiw	tədeh	tədeh	85	Kensiw	near	3	near/3	t ə d e h
10772	ASLIAN	2421	Maniq	tɛdɛh	tɛdɛh	85	Maniq	near	3	near/3	t ɛ d ɛ h
10773	ASLIAN	2443	Semai	ɹø	ɹø	85	Semai	near	5	near/5	ɹ ø
10774	ASLIAN	2421	Semelai	ddɛs	ddɛs	85	Semelai	near	3	near/3	d d ɛ s
10775	ASLIAN	2421	Semnam	padəʔ	padəʔ	85	Semnam	near	3	near/3	p a d ə ʔ
10776	ASLIAN	2454	Temiar	bʌʔ	bʌʔ	85	Temiar	near	6	near/6	b ʌ ʔ
10768	ASLIAN	2410	JahHut	ɲcɛm	ɲcɛm	85	Jah-Hut	near	2	near/2	ɲ c ɛ m
10771	ASLIAN	2432	MahMeri	miŋ	miŋ	85	Mah-Meri	near	4	near/4	m i ŋ
10769	ASLIAN	2421	Jahai	pdəh	pdəh	85	Jahai	near	3	near/3	p d ə h
#
10898	ASLIAN	2460	CheqWong	lŋɛ̃ʔ	lŋɛ̃ʔ	86	Cheq-Wong	neck	1	neck/1	l ŋ ɛ̃ ʔ
10899	ASLIAN	2460	JahHut	lŋɛʔ	lŋɛʔ	86	Jah-Hut	neck	1	neck/1	l ŋ ɛ ʔ
10902	ASLIAN	2471	MahMeri	lehe	lehe	86	Mah-Meri	neck	2	neck/2	l e h e
10905	ASLIAN	2460	Semai	lʌŋi	lʌŋi	86	Semai	neck	1	neck/1	l ʌ ŋ i
10906	ASLIAN	2471	Semelai	lhɛr	lhɛr	86	Semelai	neck	2	neck/2	lh ɛ r
10908	ASLIAN	2484	Temiar	taŋʌn	taŋʌn	86	Temiar	neck	4	neck/4	t a ŋ ʌ n
10903	ASLIAN	2482	Maniq	hoh	hoh	86	Maniq	neck	3	neck/3	h o h
#
11147	ASLIAN	2515	CheqWong	rɛʔ	rɛʔ	88	Cheq-Wong	new	1	new/1	r ɛ ʔ
11149	ASLIAN	2524	Jahai	paj	paj	88	Jahai	new	2	new/2	p a j
11151	ASLIAN	2524	MahMeri	m̥paj	m̥paj	88	Mah-Meri	new	2	new/2	m̥ p a j
11152	ASLIAN	2525	Maniq	kabi	kabi	88	Maniq	new	3	new/3	k a b i
11153	ASLIAN	2524	Semai	paːj	paːj	88	Semai	new	2	new/2	p aː j
11154	ASLIAN	2526	Semelai	ʔarɛh	ʔarɛh	88	Semelai	new	4	new/4	ʔ a r ɛ h
11155	ASLIAN	2527	Semnam	bajuːʔ	bajuːʔ	88	Semnam	new	5	new/5	b a j uː ʔ
11148	ASLIAN	2524	JahHut	paj	paj	88	Jah-Hut	new	2	new/2	p a j
11150	ASLIAN	2525	Kensiw	kanabiʎ	kanabiʎ	88	Kensiw	new	3	new/3	k a n a b i ʎ
11156	ASLIAN	2524	Temiar	paːj	paːj	88	Temiar	new	2	new/2	p aː j
#
11279	ASLIAN	2567	Temiar	lajɛg	lajɛg	89	Temiar	night	5	night/5	l a j ɛ g
11270	ASLIAN	2532	CheqWong	btom	btom	89	Cheq-Wong	night	1	night/1	b t o m
11271	ASLIAN	2543	JahHut	sŋat	sŋat	89	Jah-Hut	night	2	night/2	s ŋ a t
11272	ASLIAN	2554	Jahai	hrkɨt	hrkɨt	89	Jahai	night	3	night/3	h r k ɨ t
11273	ASLIAN	2554	Kensiw	hɛkut	hɛkut	89	Kensiw	night	3	night/3	h ɛ k u t
11274	ASLIAN	2565	MahMeri	dəj	dəj	89	Mah-Meri	night	4	night/4	d ə j
11275	ASLIAN	2554	Maniq	hakɔt	hakɔt	89	Maniq	night	3	night/3	h a k ɔ t
11276	ASLIAN	2532	Semai	tøp / təpm	tøp	89	Semai	night	1	night/1	t ø p
11277	ASLIAN	2532	Semelai	ptɔm	ptɔm	89	Semelai	night	1	night/1	p t ɔ m
11278	ASLIAN	2543	Semnam	hŋɔːt	hŋɔːt	89	Semnam	night	2	night/2	h ŋ ɔː t
#
11520	ASLIAN	2588	CheqWong	mɔ̃h	mɔ̃h	91	Cheq-Wong	nose	1	nose/1	m ɔ̃ h
11521	ASLIAN	2589	JahHut	hiduŋ	hiduŋ	91	Jah-Hut	nose	2	nose/2	h i d u ŋ
11522	ASLIAN	2588	Jahai	mɔh	mɔh	91	Jahai	nose	1	nose/1	m ɔ h
11523	ASLIAN	2588	Kensiw	mwõh	mwõh	91	Kensiw	nose	1	nose/1	m w õ h
11524	ASLIAN	2588	MahMeri	muh	muh	91	Mah-Meri	nose	1	nose/1	m u h
11525	ASLIAN	2588	Maniq	mɔh	mɔh	91	Maniq	nose	1	nose/1	m ɔ h
11526	ASLIAN	2588	Semai	mɔh	mɔh	91	Semai	nose	1	nose/1	m ɔ h
11527	ASLIAN	2588	Semelai	muh	muh	91	Semelai	nose	1	nose/1	m u h
11528	ASLIAN	2588	Semnam	muh	muh	91	Semnam	nose	1	nose/1	m u h
11529	ASLIAN	2588	Temiar	mɨh	mɨh	91	Temiar	nose	1	nose/1	m ɨ h
#
11643	ASLIAN	2605	JahHut	nɨgŋ	nɨgŋ	92	Jah-Hut	old	2	old/2	n ɨ g ŋ
11644	ASLIAN	2616	Jahai	tʔtɨʔ	tʔtɨʔ	92	Jahai	old	3	old/3	t ʔ t ɨ ʔ
11646	ASLIAN	2633	Kensiw	bido̝k	bido̝k	92	Kensiw	old	5	old/5	b i d o̝ k
11642	ASLIAN	2595	CheqWong	manɨ̃h	manɨ̃h	92	Cheq-Wong	old	1	old/1	m a n ɨ̃ h
11645	ASLIAN	2627	Kensiw	suwah	suwah	92	Kensiw	old	4	old/4	s u w a h
11647	ASLIAN	2634	MahMeri	leʔ	leʔ	92	Mah-Meri	old	6	old/6	l e ʔ
11648	ASLIAN	2635	Maniq	kasɛɲ	kasɛɲ	92	Maniq	old	7	old/7	k a s ɛ ɲ
11649	ASLIAN	2595	Semai	manah	manah	92	Semai	old	1	old/1	m a n a h
11650	ASLIAN	2636	Semelai	gdo	gdo	92	Semelai	old	8	old/8	g d o
11651	ASLIAN	2633	Semnam	bidoːk	bidoːk	92	Semnam	old	5	old/5	b i d oː k
11652	ASLIAN	2637	Temiar	lakəɹ	lakəɹ	92	Temiar	old	9	old/9	l a k ə ɹ
#
11807	ASLIAN	2638	Jahai	nɛj	nɛj	93	Jahai	one	1	one/1	n ɛ j
11809	ASLIAN	2648	MahMeri	muj	muj	93	Mah-Meri	one	2	one/2	m u j
11810	ASLIAN	2638	Maniq	naj	naj	93	Maniq	one	1	one/1	n a j
11808	ASLIAN	2638	Kensiw	naj	naj	93	Kensiw	one	1	one/1	n a j
11805	ASLIAN	2638	CheqWong	nɑ̃j	nɑ̃j	93	Cheq-Wong	one	1	one/1	n ɑ̃ j
11806	ASLIAN	2638	JahHut	niwɛj	niwɛj	93	Jah-Hut	one	1	one/1	n i w ɛ j
11811	ASLIAN	2638	Semai	nanəʔ	nanəʔ	93	Semai	one	1	one/1	n a n ə ʔ
11812	ASLIAN	2648	Semelai	muj	muj	93	Semelai	one	2	one/2	m u j
11813	ASLIAN	2653	Semnam	satuːh	satuːh	93	Semnam	one	3	one/3	s a t uː h
11814	ASLIAN	2638	Temiar	nʌi	nʌi	93	Temiar	one	1	one/1	n ʌ i
#
11944	ASLIAN	2691	Temiar	tapaɹ	tapaɹ	94	Temiar	palm (of hand)	a	palm (of hand)/a	t a p a ɹ
#
12061	ASLIAN	2692	JahHut	lwɔʔ	lwɔʔ	95	Jah-Hut	penis	1	penis/1	l w ɔ ʔ
12063	ASLIAN	2703	Kensiw	lo̝c	lo̝c	95	Kensiw	penis	2	penis/2	l o̝ c
12066	ASLIAN	2692	Semai	loʊ	loʊ	95	Semai	penis	1	penis/1	l o ʊ
12067	ASLIAN	2692	Semelai	loʔ	loʔ	95	Semelai	penis	1	penis/1	l o ʔ
12068	ASLIAN	2714	Semnam	klaːw	klaːw	95	Semnam	penis	3	penis/3	k l aː w
